Title,Product Category,Cost per item
Air Jordan 4 Retro GS Red Thunder,Apparel & Accessories > Shoes,280
Nike Dunk Low Off-White Lot 34,Apparel & Accessories > Shoes,340
"NIKE AIR PRESTO X OFF WHITE ""BLACK""",Apparel & Accessories > Shoes,700
New Balance 9060 GS Black Grey,Apparel & Accessories > Shoes,120
Adidas Yeezy Boost 700 Utility Black,Apparel & Accessories > Shoes,200
Air Jordan 11 Retro Low Diffused Blue,Apparel & Accessories > Shoes,160
Chrome Hearts Drake Certified Lover Boy Hoodie - Black,Apparel & Accessories > Clothing,1798.94
New Balance 9060 Rain Cloud,Apparel & Accessories > Shoes,115
Louis Vuitton Monogram Trainer In Black,Apparel & Accessories > Shoes > Sneakers,930.99
Nike Air Max 270 React X Travis Scott Cactus Trails,Apparel & Accessories > Shoes > Sneakers,265
Chrome Hearts Matty Boy Chomper Bucket Hat,Apparel & Accessories > Clothing Accessories,1508.38
Air Jordan 11 Retro Low Cherry (2016),Apparel & Accessories > Shoes,205
ASICS Gel-1130 W Silver Pack Blue Fade,Apparel & Accessories > Shoes,110
ASICS Gel-1130 W Silver Pack Green,Apparel & Accessories > Shoes,110
"Marduk ""Fuck Me Jesus"" T-Shirt",Apparel & Accessories > Clothing,450
ASICS Gel-1130 W Silver Pack Pink,Apparel & Accessories > Shoes,110
Fear Of God Essentials Hoodie SS24 in Seal,Apparel & Accessories > Clothing,50
Fear Of God Essentials Sweatpants SS24 in Seal,Apparel & Accessories > Clothing,30
Air Jordan 4 Retro What The,Apparel & Accessories > Shoes,320
Air Jordan 5 Retro Bel-Air,Apparel & Accessories > Shoes,335
Air Jordan 4 Retro Toro Bravo,Apparel & Accessories > Shoes,350
Chrome Hearts Matty Boy Mesh Shorts in Red,Apparel & Accessories > Clothing,869.86
Enfants Riches Déprimés Radio Control Room T-Shirt in Faded Pink,Apparel & Accessories > Clothing,705.29
Enfants Riches Déprimés Die in Bed Long Sleeve Shirt in Faded Black,Apparel & Accessories > Clothing,954.5
Enfants Riches Déprimés Exposed Christina T-Shirt in Faded Black,Apparel & Accessories > Clothing,648.87
Enfants Riches Déprimés Bonds Of Matrimony Longs Sleeve Shirt in Faded Black,Apparel & Accessories > Clothing,1025.03
Enfants Riches Déprimés Hanuman T-Shirt in Black,Apparel & Accessories > Clothing,507.81
Air Jordan 14 Retro Ferrari,Apparel & Accessories > Shoes > Sneakers,400
Enfants Riches Déprimés Cellophane T-Shirt in Faded Black,Apparel & Accessories > Clothing,648.87
Enfants Riches Déprimés Do What Thou Wilt Long Sleeve Shirt in Faded White,Apparel & Accessories > Clothing,954.5
Nike SB Dunk Low Street Hawker,Apparel & Accessories > Shoes,300
Air Jordan 11 Retro Low TD Legend Pink,Apparel & Accessories > Shoes,35
Enfants Riches Déprimés Chained To A Cloud T-Shirt in Faded White,Apparel & Accessories > Clothing,705.29
Enfants Riches Déprimés Madonna Assemblage Zip Hoodie,Apparel & Accessories > Clothing,1589.26
Enfants Riches Déprimés Classic Logo Hoodie in Sun Faded Black,Apparel & Accessories > Clothing,1429.39
Jean-Michel Basquiat  'Untitled Face 1982',Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Crafting Canvas,551.76
John Yuyi 'Smoke Me' Skateboard Set,Sporting Goods > Outdoor Recreation > Skateboarding > Complete Skateboards,481.54
Keith Haring 'Man and Medusa' Skateboard Set,Sporting Goods > Outdoor Recreation > Skateboarding > Complete Skateboards,557.65
Keith Haring 'Crack is Wack' Skateboard Set,Sporting Goods > Outdoor Recreation > Skateboarding > Complete Skateboards,557.65
Bearbrick 'Psychedelic Paisley' 1000%,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,390.54
Bearbrick x Nike Tech Fleece N98 100% & 400% Set,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,329.2
Bearbrick The Simpsons Radioactive Man 1000%,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,308.53
Air Jordan 3 Retro SP Nina Chanel Abney Bicoastal (W),Apparel & Accessories > Shoes,300
Louis Vuitton X Supreme Box Logo Hoodie,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,1700
Nike KD 4 Weatherman,Apparel & Accessories > Shoes,115
Air Jordan 17 Retro Low All-Star Lightning,Apparel & Accessories > Shoes,400
Travis Scott Cactus Jack Basic Socks (3-Pack),Apparel & Accessories > Clothing > Socks,40
Travis Scott Running Wild Varsity Hoodie in Heather Grey,Apparel & Accessories > Clothing,100
Air Jordan 1 Retro High PS Satin Snake Chicago,Apparel & Accessories > Shoes > Sneakers,60
Hellstar Classic Logo Tee in White,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,160
Hellstar Classic Logo Tee in Black,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,160
Air Jordan 1 OG Low Neutral Grey,Apparel & Accessories > Shoes > Sneakers,122.6
New Balance 990v4 DTLR Festive (GS),Apparel & Accessories > Shoes > Sneakers,100
ASICS Gel-1130 Dark Neptune,Apparel & Accessories > Shoes > Sneakers,105
Air Jordan 11 Retro Jubilee,Apparel & Accessories > Shoes > Sneakers,150
Air Jordan 5 Retro Georgetown,Apparel & Accessories > Shoes > Sneakers,160
Air Jordan 11 Retro Low Space Jam,Apparel & Accessories > Shoes > Sneakers,185
Chrome Hearts Leather Jewelry Case,Health & Beauty > Jewelry Cleaning & Care > Jewelry Holders,3000
Louis Vuitton Graphic Mesh Long-Sleeved T-Shirt in White,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,816.64
Louis Vuitton Hockey Jersey Tee in Turquoise / Orange,Apparel & Accessories > Clothing > Activewear > Activewear Tops,1628.47
"Air Jordan 31 ""Royal""",Uncategorized,150
Jordan 1 Retro Low OG SP Travis Scott Canary (PS),Apparel & Accessories > Shoes,120
"Nike Kobe 4 Protro ""Girl Dad""",Apparel & Accessories > Shoes,200
"ASICS Gel-1130 W ""White Malachite Green""",Apparel & Accessories > Shoes,108
"Nike Kobe 4 Protro ""Mambacita Gigi""",Apparel & Accessories > Shoes > Athletic Shoes,270
"AIR Jordan 1 Retro High OG ""Satin Bred"" (Women's)",Apparel & Accessories > Shoes > Athletic Shoes,80
Chrome Hearts Concrete Dog Bowl,"Animals & Pet Supplies > Pet Supplies > Pet Bowls, Feeders & Waterers",4250
Chrome Hearts Oversized Leather Cross Bean Bag Chair,Furniture > Chairs > Bean Bag Chairs,32000
Nike Kobe 5 Protro Bruce Lee,Apparel & Accessories > Shoes > Athletic Shoes,680
Nike Air Trainer 1 SP Travis Scott Grey Haze,Apparel & Accessories > Shoes > Athletic Shoes,120
"Nike SB Dunk Low ""Burnt Sunrise""",Apparel & Accessories > Shoes,80
Nike Dunk Low SP Syracuse,Apparel & Accessories > Shoes > Athletic Shoes,200
Air Jordan 5 Retro P51 Camo,Apparel & Accessories > Shoes > Athletic Shoes,200
Nike SB Dunk Low Sandy Bodecker,Apparel & Accessories > Shoes > Athletic Shoes,155
Air Jordan 13 Retro Carmelo Anthony Class Of 2002,Sporting Goods > Athletics > Basketball,200
Air Jordan 5 Retro Blue Suede,Apparel & Accessories > Shoes > Athletic Shoes,200
Air Jordan 10 Retro Chicago Flag,Apparel & Accessories > Shoes > Athletic Shoes,180
"KAWS THE PROMISE Vinyl Figure ""Brown""","Toys & Games > Toys > Dolls, Playsets & Toy Figures",801.3
"KAWS THE PROMISE Vinyl Figure ""Black""","Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",801.3
"KAWS THE PROMISE Vinyl Figure ""Grey""",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,801.3
KAWS Accomplice Plush (Edition of 2000),"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Stuffed Animals",213.8
Air Jordan 10 Retro Shadow,Apparel & Accessories > Shoes > Athletic Shoes,200
Air Jordan 10 Retro Charlotte,Apparel & Accessories > Shoes > Athletic Shoes,200
Air Jordan 5 Retro Wings,Apparel & Accessories > Shoes > Athletic Shoes,300
Nike SB Dunk Low Trocadéro Gardens,Apparel & Accessories > Shoes,145
Air Jordan 7 Retro White Infrared,Apparel & Accessories > Shoes,62.95
Nike Dunk Low Community Garden,Apparel & Accessories > Shoes,300
Nike Air Max 1 Keep Rippin Stop Slippin 2.0,Apparel & Accessories > Shoes,100
Nike Dunk Low W Día De Muertos,Apparel & Accessories > Shoes,125
Mitchell & Ness X Joe Fresh Goods Chicago White Sox Shorts,Apparel & Accessories > Clothing,50
Supreme Small Box Logo Baggy Mesh Shorts in Coral,Apparel & Accessories > Clothing,50
Supreme Small Box Logo Baggy Mesh Shorts in Grey,Apparel & Accessories > Clothing,50
Supreme Small Box Logo Baggy Mesh Shorts in Gold,Apparel & Accessories > Clothing,50
Supreme Gradient Mesh Stripe Shorts in Magenta,Apparel & Accessories > Clothing,50
Eric Emanuel EE Double Layer Kentucky Shorts,Apparel & Accessories > Clothing,100
Eric Emanuel EE Basic Kentucky Shorts,Apparel & Accessories > Clothing,100
Eric Emanuel EE Basic Short in Bright Royal / Orange,Apparel & Accessories > Clothing,100
Eric Emanuel EE Basic Shorts in Rose Quartz,Apparel & Accessories > Clothing,100
Air Jordan 11 Retro Legend Blue 2014,Apparel & Accessories > Shoes > Athletic Shoes,220
Eric Emanuel EE Basic Shorts in Navy / Yellow,Apparel & Accessories > Clothing,100
Eric Emanuel EE Basic Shorts in Orange / Black,Apparel & Accessories > Clothing,100
Eric Emanuel EE Basic Shorts in Electric Blue / Orange,Apparel & Accessories > Clothing,100
Bearbrick Rat Fink 1000%,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,342.02
Bearbrick Andy Warhol's Elvis Presley 1000%,Uncategorized,278.14
Adidas Yeezy Infant Slide in Onyx,Apparel & Accessories > Shoes,50
Bape Fans Scarf College Tee in Brown,Apparel & Accessories > Clothing,90
Bape Bleach Check Ape Head Tee in Black,Apparel & Accessories > Clothing,90
Bape Bleach Check College Tee in White,Apparel & Accessories > Clothing,90
Bape Bleach Check College Tee in Black,Apparel & Accessories > Clothing,90
Bape Color Camo College Tee Black / Yellow,Apparel & Accessories > Clothing,90
Bape 1st Camo Tee in Beige / Yellow,Apparel & Accessories > Clothing,90
Bape 1st Camo College Tee in Beige / Yellow,Apparel & Accessories > Clothing,90
Bape 1st Camo College Tee in Black / Yellow,Apparel & Accessories > Clothing,90
Bape 1st Camo College Tee in Black / Green,Apparel & Accessories > Clothing,90
Bape ABC Camo College Tee in Black / Pink,Apparel & Accessories > Clothing,90
Supreme Freaking Out Tee in White,Apparel & Accessories > Clothing,55
Supreme Freaking Out Tee in Black,Apparel & Accessories > Clothing,55
Supreme Crew 96 Tee in Black,Apparel & Accessories > Clothing,55
Supreme Crew 96 Tee in White,Apparel & Accessories > Clothing,55
Saint Vanity Global T-Shirt in Black,Apparel & Accessories > Clothing,110
Warren Lotas Nun Sun Faded T-Shirt,Apparel & Accessories > Clothing,100
Hellstar Flame Shorts in Black,Apparel & Accessories > Clothing,260.88
Hellstar Flame Shorts in Pink,Apparel & Accessories > Clothing,260.88
Chrome Hearts Cemetery Cross Monogram Sweatpants,Apparel & Accessories > Clothing,732.95
Chrome Hearts Cemetery Cross Monogram Sweatshorts,Apparel & Accessories > Clothing,529.65
Chrome Hearts Yellow Neck Script Logo Tee in Black,Uncategorized,294.25
Chrome Hearts Foti Harris Teeter Tee in Black,Apparel & Accessories > Clothing,294.25
Chrome Hearts Purple Neck Script Logo Tee,Apparel & Accessories > Clothing,294.25
Chrome Hearts Foti Harris Teeter L/S Tee in White,Apparel & Accessories > Clothing,369.15
Chrome Hearts Cemetery Cross Monogram L/S Tee,Apparel & Accessories > Clothing,529.65
Chrome Hearts Floral Horseshoe Crewneck in Black,Apparel & Accessories > Clothing,529.65
Chrome Hearts Floral Horseshoe Crewneck in White,Apparel & Accessories > Clothing,529.65
Chrome Hearts Dagger Miami Art Basel Exclusive Crewneck in Baby Blue,Apparel & Accessories > Clothing,588.5
Chrome Hearts Matty Boy Sadistic Lipstick Hoodie in Red,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup > Lipsticks,706.2
Chrome Hearts Matty Boy Brain Hoodie in Blue,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,706.2
Chrome Hearts Cemetery Cross Pullover Hoodie,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,765.05
Bearbrick x The Flintstones Dino 1000%,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,356.92
Bearbrick x Pink Panther 1000%,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,442.23
Air Jordan Dub Zero White Cement,Apparel & Accessories > Shoes,60
Air Jordan 1 Retro High OG Prototype,Apparel & Accessories > Shoes,85
Nike Air Max 1 Premium Hangul Day,Apparel & Accessories > Shoes,90
Nike SB Dunk Low BHM 2014,Apparel & Accessories > Shoes,275
Chrome Hearts Horseshoe Logo Tank Top in Green,Apparel & Accessories > Clothing,251.45
Chrome Hearts Dagger Logo Tank Top in White,Apparel & Accessories > Clothing,224.7
Chrome Hearts Vertical Logo Tank Top in White,Apparel & Accessories > Clothing,224.7
Chrome Hearts Horseshoe Logo Leggings in Black,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Leggings,310.3
Chrome Hearts Stencil Socks in Red,Apparel & Accessories > Clothing > Socks,78.47
Chrome Hearts Stencil Socks in White,Apparel & Accessories > Clothing > Socks,78.47
Chrome Hearts Stencil Socks in Black,Apparel & Accessories > Clothing > Socks,78.47
Chrome Hearts Miami Exclusive Cap in Green / Orange,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Hats,529.65
Chrome Hearts Vertical Logo Denim Hat,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Hats,411.95
Chrome Hearts Foti Patch Trucker Hat in White / Black,Apparel & Accessories > Clothing Accessories > Hats,390.55
Chrome Hearts Foti Patch Trucker Hat in Black / White,Apparel & Accessories > Clothing Accessories > Hats,390.55
Chrome Hearts Triple Cross Trucker Hat in Red/Camo,Apparel & Accessories > Clothing Accessories > Hats,401.25
Chrome Hearts Triple Cross Trucker Hat in Black/Camo,Apparel & Accessories > Clothing Accessories > Hats,401.25
Saint Michael X Denim Tears  Milk Pack Crewneck,Apparel & Accessories > Clothing,372.75
Saint Michael Oh Sh*t Crewneck Sweater,Apparel & Accessories > Clothing,315
Saint Michael Boxing Shorts in Green,Apparel & Accessories > Clothing > Shorts,435.75
Saint Michael Boxing Shorts in Black,Apparel & Accessories > Clothing > Shorts,622.5
Air Jordan 9 Retro Boot NRG Military Brown,Apparel & Accessories > Shoes,150
Nike Air Trainer 1 SP Travis Scott Wheat,Apparel & Accessories > Shoes,125
Supreme Big Script Mesh Short in Blue,Apparel & Accessories > Clothing,130
Sp5der Legacy Hoodie in Blue,Apparel & Accessories > Clothing,250
Eric Emanuel T-Shirt in Yellow,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Hats,72.76
Eric Emanuel T-Shirt in Red,Apparel & Accessories > Clothing,72.76
Eric Emanuel T-Shirt in Ocean Wave,Apparel & Accessories > Clothing,72.76
Eric Emanuel T-Shirt in Rose Red,Apparel & Accessories > Clothing,72.76
Eric Emanuel Trucker Hat in Light Yellow,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Hats,72.76
Eric Emanuel Trucker Hat in Baby Blue,Apparel & Accessories > Clothing Accessories > Hats,72.76
Eric Emanuel Trucker Hat in Cherry Red,Apparel & Accessories > Clothing Accessories > Hats,72.76
Eric Emanuel Classic Hat in Royal Gold,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Hats,72.76
Eric Emanuel Mesh Shorts in Purple,Apparel & Accessories > Clothing,104.86
Eric Emanuel Mesh Shorts in Yucca,Apparel & Accessories > Clothing,104.86
Eric Emanuel Mesh Shorts in Royal Blue,Apparel & Accessories > Clothing,104.86
Eric Emanuel Mesh Shorts in Jet Black,Apparel & Accessories > Clothing,104.86
Eric Emanuel Classic Hat in Columbia Blue,Apparel & Accessories > Clothing Accessories > Hats,72.76
Nike Dunk Low Dark Smoke Grey Barely Green,Apparel & Accessories > Shoes,76.4
Air Jordan 1 Low W Sport Blue Gym Red,Apparel & Accessories > Shoes,67.95
Nike Air Force 1 Mid X Off-White White,Apparel & Accessories > Shoes,82.95
Air Jordan 11 Retro Low Cool Grey,Apparel & Accessories > Shoes,232.95
Jordan Air Ship PE X A Ma Maniére White Black,Apparel & Accessories > Shoes,102.95
Nike Dunk Low Foam Finger,Apparel & Accessories > Shoes,112.95
Nike Dunk Low W Ocean,Apparel & Accessories > Shoes,102.95
Nike Dunk Low W White Black,Apparel & Accessories > Shoes,82.95
Nike Dunk Low W Pink Corduroy,Apparel & Accessories > Shoes,152.95
Nike Dunk Low W Cracked Orange,Apparel & Accessories > Shoes,102.95
Nike Dunk Low GS Halloween I Am Fearless,Apparel & Accessories > Shoes,42.95
Nike Dunk Low GS Hot Curry Game Roya,Apparel & Accessories > Shoes,62.95
Adidas Yeezy Slide Soot,Apparel & Accessories > Shoes,137.95
Nike Dunk Low GS What The,Apparel & Accessories > Shoes,92.95
Nike Dunk Low W Magma Orange,Apparel & Accessories > Shoes,142.95
Nike Dunk High PRM NBA x WNBA One Game,Apparel & Accessories > Shoes,62.95
Nike SB Dunk Low Hyper Royal Malachite,Apparel & Accessories > Shoes,112.95
Nike Dunk Low Veneer,Apparel & Accessories > Shoes,100
Nike SB Dunk Low Pro Orange Label Court Purple,Apparel & Accessories > Shoes,102.95
Air Jordan 14 Retro Light Ginger,Apparel & Accessories > Shoes,132.95
Nike Dunk Low W Honeydew,Apparel & Accessories > Shoes,102.95
Air Jordan 1 Low W Purple Magenta,Apparel & Accessories > Shoes,102.95
Adidas Yeezy Slide Kids Onyx,Apparel & Accessories > Shoes,60
Adidas Yeezy Slide Kids Slate Marine,Apparel & Accessories > Shoes,60
Adidas Yeezy Slide Infants Slate Marine,Apparel & Accessories > Shoes,50
Adidas Yeezy Foam RNR Kids Carbon,Apparel & Accessories > Shoes,70
Adidas Yeezy Foam RNR Infants Carbon,Apparel & Accessories > Shoes,60
Bearbrick x Grateful Dead (Dancing Bear) 1000%,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,303.99
Bearbrick x Disney Woody 1000%,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,329.85
"Bearbrick Disney Pixar Monsters, Inc. Sulley 1000%",Arts & Entertainment > Hobbies & Creative Arts > Collectibles,441.13
Air Jordan 1 Retro Low OG SP X Travis Scott Canary,Apparel & Accessories > Shoes,320
Nike Air Max 90 NRG Bacon,Apparel & Accessories > Shoes,140
Air Jordan 1 Mid TD Alternate Bred,Apparel & Accessories > Shoes,50
Air Jordan 11 Retro Low GS 72-10,Apparel & Accessories > Shoes,130
Adidas Yeezy Foam RNR Stone Taupe,Apparel & Accessories > Shoes,100
ASICS Gel-1130 White Clay Grey,Apparel & Accessories > Shoes,95
Chrome Hearts Matty Boy Jumpsuit in Blue,Uncategorized,6305.65
Chrome Hearts 99 Eyes Baseball Bat,Uncategorized,6994.42
KAWS Cereal Monsters Frute Brute Figure,Arts & Entertainment > Hobbies & Creative Arts > Collectibles,407.53
